Date,ReturnSP500,returnDji
12/28/2016,-0.003644443,-0.000304481
12/27/2016,0.00097536,-0.002431596
12/23/2016,0.000543273,0.000244565
12/22/2016,-0.000809834,0.000325392
12/21/2016,-0.001068532,-0.000502927
12/20/2016,0.001576885,-0.000710646
12/19/2016,0.000856938,0.001995272
12/16/2016,-0.000760952,0.000866926
12/15/2016,0.001683198,-0.000193213
12/14/2016,-0.003539628,0.001308226
12/13/2016,0.002830941,-0.002596377
12/12/2016,-0.000494263,0.002510802
12/9/2016,0.002571639,0.000869178
12/8/2016,0.00093678,0.003133576
12/7/2016,0.005679425,0.001445817
12/6/2016,0.001478809,0.006667427
12/5/2016,0.002520831,0.000802455
12/2/2016,0.000172384,0.001036793
12/1/2016,-0.001529465,-0.000487018
11/30/2016,-0.00115389,0.001549445
11/29/2016,0.000579523,4.49786E-05
11/28/2016,-0.002288032,0.000538596
11/25/2016,0.001696678,-0.001231698
11/23/2016,0.000350779,0.001566582
11/22/2016,0.000939418,0.00135189
11/21/2016,0.003228416,0.001536354
11/18/2016,-0.001037812,0.002038246
11/17/2016,0.002026188,-0.000825331
11/16/2016,-0.000687713,0.000820476
11/15/2016,0.003236777,-0.001262275
11/14/2016,-5.02E-05,0.001249642
11/11/2016,-0.000607547,0.000484294
11/10/2016,0.000846373,0.000917577
11/9/2016,0.00478424,0.00506773
11/8/2016,0.001635066,0.00604475
11/7/2016,0.009545879,0.001736135
11/4/2016,-0.000724195,0.008922683
11/3/2016,-0.00192532,-0.001027949
11/2/2016,-0.002843276,-0.000701126
11/1/2016,-0.002957554,-0.001869062
10/31/2016,-5.31E-05,-0.002528511
10/28/2016,-0.00135202,-0.000449074
10/27/2016,-0.00129906,-0.000202982
10/26/2016,-0.00075651,-0.000708131
10/25/2016,-0.001652472,0.000717934
10/24/2016,0.002057946,-0.001283106
10/21/2016,-3.65E-05,0.001846585
10/20/2016,-0.000597881,-0.000398043
10/19/2016,0.000950919,-0.000961851
10/18/2016,0.002667222,0.000971659
10/17/2016,-0.001321392,0.001810083
10/14/2016,8.75E-05,-0.001246376
10/13/2016,-0.001348083,0.00094539
10/12/2016,0.000497672,-0.001084679
10/11/2016,-0.005439355,0.000372098
10/10/2016,0.001995727,-0.004773989
10/7/2016,-0.001415274,0.00210319
10/6/2016,0.000209089,-0.000666383
10/5/2016,0.001862032,-0.000297755
10/4/2016,-0.002157524,0.002682785
10/3/2016,-0.001418416,-0.002036609
9/30/2016,0.003446732,-0.001290003
9/29/2016,-0.004067223,0.003924618
9/28/2016,0.002294194,-0.004661486
9/27/2016,0.002789689,0.002635153
9/26/2016,-0.003745725,0.003191677
9/23/2016,-0.002498624,-0.003980731
9/22/2016,0.002813686,-0.003104602
9/21/2016,0.00471557,0.002338308
9/20/2016,0.000129895,0.003904666
9/19/2016,-8.08E-06,0.000234602
9/16/2016,-0.001641385,-8.70138E-05
9/15/2016,0.004368358,-0.002119819
9/14/2016,-0.0002553,0.004258502
9/13/2016,-0.006489119,-0.000769438
9/12/2016,0.006327839,-0.006165615
9/9/2016,-0.010782551,0.005716349
9/8/2016,-0.000966517,-0.009370555
9/7/2016,-6.36E-05,-0.001085101
9/6/2016,0.001293,-0.000280713
9/2/2016,0.001820667,0.001082702
9/1/2016,-1.80E-05,0.001709828
8/31/2016,-0.001033052,0.000434526
8/30/2016,-0.000849303,-0.001258981
8/29/2016,0.002264598,-0.001144325
8/26/2016,-0.000686213,0.002532675
8/25/2016,-0.000593316,-0.001249701
8/24/2016,-0.002281807,-0.000777812
8/23/2016,0.000846816,-0.001543957
8/22/2016,-0.000244717,0.000418891
8/19/2016,-0.000625953,-0.000542263
8/18/2016,0.000954233,-0.001055133
8/17/2016,0.000810761,0.000555194
8/16/2016,-0.002386076,0.000512833
8/15/2016,0.001211254,-0.001962692
8/12/2016,-0.000345856,0.001390678
8/11/2016,0.002051353,-0.000865292
8/10/2016,-0.001245903,0.002758662
8/9/2016,0.000169252,-0.000877079
8/8/2016,-0.000394156,8.81592E-05
8/5/2016,0.003720469,-0.000333638
8/4/2016,9.23E-05,0.004507792
8/3/2016,0.001358926,-6.97866E-05
8/2/2016,-0.002771642,0.000976644
8/1/2016,-0.000551812,-0.002146509
7/29/2016,0.000707891,-0.000653868
7/28/2016,0.000697008,-0.000567686
7/27/2016,-0.000520833,-0.000372107
7/26/2016,0.000140161,-3.71472E-05
7/25/2016,-0.00130984,-0.000453729
7/22/2016,0.001973272,-0.001822981
7/21/2016,-0.001571742,0.001255741
7/20/2016,0.001850619,-0.001820835
7/19/2016,-0.000623736,0.000842067
7/18/2016,0.001033387,0.000607885
7/15/2016,-0.000403624,0.000386825
7/14/2016,0.002278058,0.000237907
7/13/2016,5.85E-05,0.00316293
7/12/2016,0.003033479,0.000578335
7/11/2016,0.001477826,0.0028674
7/8/2016,0.006574431,0.001914896
7/7/2016,-0.000378686,0.006045543
7/6/2016,0.002318562,-0.000551459
7/5/2016,-0.00298405,0.001894617
7/1/2016,0.000845444,-0.002639267
6/30/2016,0.005851624,0.000469136
6/29/2016,0.007334905,0.005737348
6/28/2016,0.007649716,0.007050901
6/27/2016,-0.007931193,0.006774899
6/24/2016,-0.015886836,-0.006551063
6/23/2016,0.005765505,-0.014971554
6/22/2016,-0.000717858,0.00558749
6/21/2016,0.001176239,-0.001192746
6/20/2016,0.002515166,0.000605992
6/17/2016,-0.001417226,0.003175428
6/16/2016,0.001358514,-0.001421296
6/15/2016,-0.000800148,0.002281889
6/14/2016,-0.00078195,-0.000852243
6/13/2016,-0.003538761,-0.001414483
6/10/2016,-0.004003123,-0.003241792
6/9/2016,-0.000746655,-0.002903735
6/8/2016,0.001434953,-0.000479334
6/7/2016,0.000559639,0.001613569
6/6/2016,0.002121671,0.000434777
6/3/2016,-0.00126643,0.002753769
6/2/2016,0.001225013,-0.000767571
6/1/2016,0.000492663,0.001191917
5/31/2016,-0.0004368,6.03208E-05
5/27/2016,0.001857779,-0.002095249
5/26/2016,-9.14E-05,0.001093151
5/25/2016,0.003018577,-0.000565285
5/24/2016,0.00590147,0.003553246
5/23/2016,-0.000906649,0.005259155
5/20/2016,0.002606401,-0.000198812
5/19/2016,-0.001612794,0.001629437
5/18/2016,8.91E-05,-0.002266224
5/17/2016,-0.004106629,-8.32828E-05
5/16/2016,0.004233927,-0.004454563
5/13/2016,-0.003697772,0.004322291
5/12/2016,-7.36E-05,-0.004562268
5/11/2016,-0.004172494,0.000229967
5/10/2016,0.005388016,-0.005294308
5/9/2016,0.000327116,0.005422056
5/6/2016,0.001376544,-0.000850803
5/5/2016,-0.000103812,0.001960877
5/4/2016,-0.002586042,0.000232476
5/3/2016,-0.003784659,-0.00244492
5/2/2016,0.00337864,-0.003417878
4/29/2016,-0.002204457,0.002862109
4/28/2016,-0.004027489,-0.001393454
4/27/2016,0.000715715,-0.005104016
4/26/2016,0.000812565,0.001234969
4/25/2016,-0.000787675,0.000315874
4/22/2016,2.08E-05,-0.000639952
4/21/2016,-0.002261616,0.000512433
4/20/2016,0.000330609,-0.002738515
4/19/2016,0.001337513,0.00102525
4/18/2016,0.002831481,0.001190939
4/15/2016,-0.00042768,0.002581444
4/14/2016,7.51E-05,-0.000702379
4/13/2016,0.004338632,0.000439943
4/12/2016,0.004176069,0.004559507
4/11/2016,-0.001191507,0.004058634
4/8/2016,0.001208513,-0.000508069
4/7/2016,-0.005232412,0.000865648
4/6/2016,0.004539592,-0.004288777
4/5/2016,-0.004428196,0.002772325
4/4/2016,-0.001395597,-0.003285575
4/1/2016,0.002740815,-0.001362911
3/31/2016,-0.000886761,0.002635806
3/30/2016,0.00188522,-0.000774584
3/29/2016,0.003812242,0.002052953
3/28/2016,0.000236737,0.002413457
3/24/2016,-0.000164225,0.000487191
3/23/2016,-0.002782312,0.000325938
3/22/2016,-0.000381212,-0.001980047
3/21/2016,0.00042782,-0.001018897
3/18/2016,0.001909144,0.000531822
3/17/2016,0.002854871,0.002990986
3/16/2016,0.002425417,0.003886164
3/15/2016,-0.000798507,0.001864688
3/14/2016,-0.000547979,0.00056423
3/11/2016,0.007062734,0.000398966
3/10/2016,6.77E-05,0.005539891
3/9/2016,0.002188702,-0.000133589
3/8/2016,-0.004909159,0.000927288
3/7/2016,0.000384187,-0.002803172
3/4/2016,0.001433363,0.001712159
3/3/2016,0.001516832,0.001608437
3/2/2016,0.001774505,0.001144152
3/1/2016,0.010244306,0.00088083
2/29/2016,-0.003541294,0.009070386
2/26/2016,-0.000812941,-0.003234536
2/25/2016,0.004900738,-0.001493408
2/24/2016,0.001923907,0.005557272
2/23/2016,-0.005442829,0.001404101
2/22/2016,0.006232443,-0.004963676
2/19/2016,-1.13E-05,0.006016583
2/18/2016,-0.002031035,-0.000567652
2/17/2016,0.007099026,-0.001067669
2/16/2016,0.007114498,0.006848242
2/12/2016,0.008394919,0.00600944
2/11/2016,-0.005375457,0.008612585
2/10/2016,-8.21E-05,-0.007002813
2/9/2016,-0.000288302,-0.002710572
2/8/2016,-0.006190893,-0.00034346
2/5/2016,-0.008101398,-0.004794638
2/4/2016,0.000662546,-0.005634465
2/3/2016,0.002162621,0.002119415
2/2/2016,-0.008217272,0.004895562
2/1/2016,-0.000192538,-0.007876532
1/29/2016,0.010622257,-0.000451799
1/28/2016,0.002394418,0.010589906
1/27/2016,-0.004743765,0.003396324
1/26/2016,0.006099769,-0.006025815
1/25/2016,-0.006845152,0.007642403
1/22/2016,0.008720949,-0.005657541
1/21/2016,0.002250509,0.00572699
1/20/2016,-0.005108504,0.003181865
1/19/2016,0.000230906,-0.006812677
1/15/2016,-0.009483156,0.000758275
1/14/2016,0.007191075,-0.010492389
1/13/2016,-0.010979996,0.006078258
1/12/2016,0.00337556,-0.009700232
1/11/2016,0.000370413,0.003104691
1/8/2016,-0.00473274,0.001382531
1/7/2016,-0.010416908,-0.004431444
1/6/2016,-0.005733627,-0.01019906
1/5/2016,0.000873021,-0.006429413
1/4/2016,-0.006697708,0.000246106
12/31/2015,-0.004106899,-0.00693625
